sample_id,employment_proportion
allers_wwtp_12_20,0.09558823529411764
east_calder_wwtp_11_20,0.13986013986013987
galashiels_wwtp_11_20,0.06060606060606061
hawick_wwtp_11_20,0.20833333333333334
kinneil_kerse_wwtp_11_20,0.1650485436893204
kirkcaldy_wwtp_03_20,0.30985915492957744
kirkcaldy_wwtp_11_20,0.30985915492957744
philipshill_wwtp_12_20,0.03968253968253968
stirling_wwtp_03_20,0.14942528735632185
stirling_wwtp_11_20,0.14942528735632185
