sample_id,income_vigs,DZ
allers_wwtp_12_20,1,S01012780
allers_wwtp_12_20,3,S01012779
allers_wwtp_12_20,3,S01012778
allers_wwtp_12_20,12,S01012746
allers_wwtp_12_20,4,S01012776
allers_wwtp_12_20,5,S01012773
allers_wwtp_12_20,3,S01012772
allers_wwtp_12_20,4,S01012764
allers_wwtp_12_20,6,S01012763
allers_wwtp_12_20,5,S01012766
allers_wwtp_12_20,19,S01012762
allers_wwtp_12_20,6,S01012765
allers_wwtp_12_20,13,S01012769
allers_wwtp_12_20,16,S01012767
allers_wwtp_12_20,20,S01012768
allers_wwtp_12_20,5,S01012756
allers_wwtp_12_20,8,S01012900
allers_wwtp_12_20,20,S01012820
allers_wwtp_12_20,13,S01012928
allers_wwtp_12_20,6,S01012934
allers_wwtp_12_20,19,S01012936
allers_wwtp_12_20,10,S01012935
allers_wwtp_12_20,10,S01012937
allers_wwtp_12_20,6,S01012942
allers_wwtp_12_20,19,S01012943
allers_wwtp_12_20,15,S01012945
allers_wwtp_12_20,12,S01012932
allers_wwtp_12_20,11,S01012919
allers_wwtp_12_20,10,S01012916
allers_wwtp_12_20,13,S01012929
allers_wwtp_12_20,11,S01012927
allers_wwtp_12_20,12,S01012923
allers_wwtp_12_20,18,S01012917
allers_wwtp_12_20,8,S01012924
allers_wwtp_12_20,10,S01012926
allers_wwtp_12_20,14,S01012925
allers_wwtp_12_20,4,S01012896
allers_wwtp_12_20,20,S01012920
allers_wwtp_12_20,6,S01012912
allers_wwtp_12_20,9,S01012913
allers_wwtp_12_20,10,S01012906
allers_wwtp_12_20,4,S01012910
allers_wwtp_12_20,12,S01012922
allers_wwtp_12_20,7,S01012907
allers_wwtp_12_20,10,S01012911
allers_wwtp_12_20,8,S01012931
allers_wwtp_12_20,8,S01012908
allers_wwtp_12_20,6,S01012909
allers_wwtp_12_20,7,S01012904
allers_wwtp_12_20,8,S01012903
allers_wwtp_12_20,9,S01012902
allers_wwtp_12_20,5,S01012905
allers_wwtp_12_20,3,S01012899
allers_wwtp_12_20,10,S01012901
allers_wwtp_12_20,10,S01012918
allers_wwtp_12_20,7,S01012921
allers_wwtp_12_20,10,S01012933
allers_wwtp_12_20,10,S01012915
allers_wwtp_12_20,5,S01012930
allers_wwtp_12_20,17,S01012939
allers_wwtp_12_20,18,S01012941
allers_wwtp_12_20,9,S01012914
allers_wwtp_12_20,14,S01012938
allers_wwtp_12_20,18,S01012946
allers_wwtp_12_20,16,S01012944
allers_wwtp_12_20,20,S01012947
allers_wwtp_12_20,18,S01012940
allers_wwtp_12_20,8,S01012992
allers_wwtp_12_20,8,S01012998
allers_wwtp_12_20,16,S01012895
allers_wwtp_12_20,6,S01012990
allers_wwtp_12_20,5,S01012974
allers_wwtp_12_20,19,S01012995
allers_wwtp_12_20,6,S01012994
allers_wwtp_12_20,7,S01012991
allers_wwtp_12_20,19,S01012996
allers_wwtp_12_20,7,S01012993
allers_wwtp_12_20,9,S01012970
allers_wwtp_12_20,9,S01012997
allers_wwtp_12_20,6,S01013000
allers_wwtp_12_20,8,S01012999
allers_wwtp_12_20,7,S01012988
allers_wwtp_12_20,7,S01012987
allers_wwtp_12_20,18,S01012948
allers_wwtp_12_20,17,S01012961
allers_wwtp_12_20,9,S01012958
allers_wwtp_12_20,17,S01012949
allers_wwtp_12_20,10,S01012984
allers_wwtp_12_20,9,S01012981
allers_wwtp_12_20,8,S01012982
allers_wwtp_12_20,20,S01012955
allers_wwtp_12_20,11,S01012985
allers_wwtp_12_20,14,S01012983
allers_wwtp_12_20,6,S01012956
allers_wwtp_12_20,10,S01012986
allers_wwtp_12_20,20,S01012950
allers_wwtp_12_20,18,S01012951
allers_wwtp_12_20,15,S01012894
allers_wwtp_12_20,15,S01012953
allers_wwtp_12_20,9,S01012989
allers_wwtp_12_20,7,S01012957
allers_wwtp_12_20,19,S01012959
allers_wwtp_12_20,16,S01012962
allers_wwtp_12_20,6,S01012976
allers_wwtp_12_20,19,S01012977
allers_wwtp_12_20,4,S01012969
allers_wwtp_12_20,10,S01012960
allers_wwtp_12_20,13,S01012966
allers_wwtp_12_20,6,S01012967
allers_wwtp_12_20,7,S01012968
allers_wwtp_12_20,18,S01012954
allers_wwtp_12_20,10,S01012973
allers_wwtp_12_20,6,S01012980
allers_wwtp_12_20,9,S01012965
allers_wwtp_12_20,5,S01012978
allers_wwtp_12_20,9,S01012979
allers_wwtp_12_20,18,S01012964
allers_wwtp_12_20,15,S01012963
allers_wwtp_12_20,5,S01012975
allers_wwtp_12_20,4,S01012971
allers_wwtp_12_20,19,S01012972
philipshill_wwtp_12_20,13,S01012928
philipshill_wwtp_12_20,6,S01012934
philipshill_wwtp_12_20,19,S01012936
philipshill_wwtp_12_20,10,S01012935
philipshill_wwtp_12_20,10,S01012937
philipshill_wwtp_12_20,6,S01012942
philipshill_wwtp_12_20,19,S01012943
philipshill_wwtp_12_20,15,S01012945
philipshill_wwtp_12_20,12,S01012932
philipshill_wwtp_12_20,11,S01012919
philipshill_wwtp_12_20,10,S01012916
philipshill_wwtp_12_20,13,S01012929
philipshill_wwtp_12_20,11,S01012927
philipshill_wwtp_12_20,12,S01012923
philipshill_wwtp_12_20,18,S01012917
philipshill_wwtp_12_20,8,S01012924
philipshill_wwtp_12_20,10,S01012926
philipshill_wwtp_12_20,14,S01012925
philipshill_wwtp_12_20,4,S01012896
philipshill_wwtp_12_20,20,S01012920
philipshill_wwtp_12_20,14,S01012897
philipshill_wwtp_12_20,6,S01012912
philipshill_wwtp_12_20,9,S01012913
philipshill_wwtp_12_20,10,S01012906
philipshill_wwtp_12_20,4,S01012910
philipshill_wwtp_12_20,12,S01012922
philipshill_wwtp_12_20,7,S01012907
philipshill_wwtp_12_20,10,S01012911
philipshill_wwtp_12_20,8,S01012931
philipshill_wwtp_12_20,8,S01012908
philipshill_wwtp_12_20,6,S01012909
philipshill_wwtp_12_20,8,S01012900
philipshill_wwtp_12_20,7,S01012904
philipshill_wwtp_12_20,8,S01012903
philipshill_wwtp_12_20,9,S01012902
philipshill_wwtp_12_20,5,S01012905
philipshill_wwtp_12_20,3,S01012899
philipshill_wwtp_12_20,10,S01012901
philipshill_wwtp_12_20,10,S01012918
philipshill_wwtp_12_20,7,S01012921
philipshill_wwtp_12_20,10,S01012933
philipshill_wwtp_12_20,10,S01012915
philipshill_wwtp_12_20,5,S01012930
philipshill_wwtp_12_20,17,S01012939
philipshill_wwtp_12_20,18,S01012941
philipshill_wwtp_12_20,9,S01012914
philipshill_wwtp_12_20,14,S01012938
philipshill_wwtp_12_20,18,S01012946
philipshill_wwtp_12_20,16,S01012944
philipshill_wwtp_12_20,20,S01012947
philipshill_wwtp_12_20,18,S01012940
philipshill_wwtp_12_20,18,S01012952
philipshill_wwtp_12_20,20,S01012950
philipshill_wwtp_12_20,18,S01012951
philipshill_wwtp_12_20,20,S01012955
philipshill_wwtp_12_20,8,S01012992
philipshill_wwtp_12_20,8,S01012998
philipshill_wwtp_12_20,16,S01012895
philipshill_wwtp_12_20,6,S01012990
philipshill_wwtp_12_20,5,S01012974
philipshill_wwtp_12_20,19,S01012995
philipshill_wwtp_12_20,6,S01012994
philipshill_wwtp_12_20,7,S01012991
philipshill_wwtp_12_20,19,S01012996
philipshill_wwtp_12_20,7,S01012993
philipshill_wwtp_12_20,9,S01012970
philipshill_wwtp_12_20,9,S01012997
philipshill_wwtp_12_20,6,S01013000
philipshill_wwtp_12_20,8,S01012999
philipshill_wwtp_12_20,7,S01012988
philipshill_wwtp_12_20,7,S01012987
philipshill_wwtp_12_20,18,S01012948
philipshill_wwtp_12_20,17,S01012961
philipshill_wwtp_12_20,9,S01012958
philipshill_wwtp_12_20,17,S01012949
philipshill_wwtp_12_20,10,S01012984
philipshill_wwtp_12_20,9,S01012981
philipshill_wwtp_12_20,8,S01012982
philipshill_wwtp_12_20,11,S01012985
philipshill_wwtp_12_20,14,S01012983
philipshill_wwtp_12_20,6,S01012956
philipshill_wwtp_12_20,10,S01012986
philipshill_wwtp_12_20,15,S01012894
philipshill_wwtp_12_20,15,S01012953
philipshill_wwtp_12_20,9,S01012989
philipshill_wwtp_12_20,7,S01012957
philipshill_wwtp_12_20,19,S01012959
philipshill_wwtp_12_20,16,S01012962
philipshill_wwtp_12_20,6,S01012976
philipshill_wwtp_12_20,19,S01012977
philipshill_wwtp_12_20,4,S01012969
philipshill_wwtp_12_20,10,S01012960
philipshill_wwtp_12_20,13,S01012966
philipshill_wwtp_12_20,6,S01012967
philipshill_wwtp_12_20,7,S01012968
philipshill_wwtp_12_20,18,S01012954
philipshill_wwtp_12_20,10,S01012973
philipshill_wwtp_12_20,6,S01012980
philipshill_wwtp_12_20,9,S01012965
philipshill_wwtp_12_20,5,S01012978
philipshill_wwtp_12_20,9,S01012979
philipshill_wwtp_12_20,18,S01012964
philipshill_wwtp_12_20,15,S01012963
philipshill_wwtp_12_20,5,S01012975
philipshill_wwtp_12_20,4,S01012971
philipshill_wwtp_12_20,19,S01012972
philipshill_wwtp_12_20,17,S01008385
philipshill_wwtp_12_20,15,S01008386
philipshill_wwtp_12_20,15,S01008388
philipshill_wwtp_12_20,18,S01008387
philipshill_wwtp_12_20,10,S01008366
philipshill_wwtp_12_20,16,S01008377
philipshill_wwtp_12_20,20,S01008376
philipshill_wwtp_12_20,15,S01008368
philipshill_wwtp_12_20,6,S01008367
philipshill_wwtp_12_20,17,S01008378
philipshill_wwtp_12_20,15,S01008384
philipshill_wwtp_12_20,12,S01008369
philipshill_wwtp_12_20,14,S01008370
philipshill_wwtp_12_20,18,S01008371
philipshill_wwtp_12_20,20,S01008365
philipshill_wwtp_12_20,18,S01008360
philipshill_wwtp_12_20,16,S01008345
philipshill_wwtp_12_20,16,S01008372
philipshill_wwtp_12_20,16,S01009969
philipshill_wwtp_12_20,19,S01009972
