sample_id,income_proportion
allers_wwtp_12_20,0.19852941176470587
east_calder_wwtp_11_20,0.2517482517482518
galashiels_wwtp_11_20,0.06060606060606061
hawick_wwtp_11_20,0.16666666666666666
kinneil_kerse_wwtp_11_20,0.21359223300970873
kirkcaldy_wwtp_03_20,0.30985915492957744
kirkcaldy_wwtp_11_20,0.30985915492957744
philipshill_wwtp_12_20,0.07936507936507936
stirling_wwtp_03_20,0.19540229885057472
stirling_wwtp_11_20,0.19540229885057472
