sample_id,health_proportion
allers_wwtp_12_20,0.17647058823529413
east_calder_wwtp_11_20,0.2097902097902098
galashiels_wwtp_11_20,0.09090909090909091
hawick_wwtp_11_20,0.20833333333333334
kinneil_kerse_wwtp_11_20,0.10679611650485436
kirkcaldy_wwtp_03_20,0.2112676056338028
kirkcaldy_wwtp_11_20,0.2112676056338028
philipshill_wwtp_12_20,0.06349206349206349
stirling_wwtp_03_20,0.14942528735632185
stirling_wwtp_11_20,0.14942528735632185
