sample_id,access_proportion
allers_wwtp_12_20,0.18382352941176472
east_calder_wwtp_11_20,0.16783216783216784
galashiels_wwtp_11_20,0.3939393939393939
hawick_wwtp_11_20,0.2916666666666667
kinneil_kerse_wwtp_11_20,0.23300970873786409
kirkcaldy_wwtp_03_20,0.08450704225352113
kirkcaldy_wwtp_11_20,0.08450704225352113
philipshill_wwtp_12_20,0.15079365079365079
stirling_wwtp_03_20,0.22988505747126436
stirling_wwtp_11_20,0.22988505747126436
