sample_id,SIMD_proportion
allers_wwtp_12_20,0.09558823529411764
east_calder_wwtp_11_20,0.14685314685314685
galashiels_wwtp_11_20,0.06060606060606061
hawick_wwtp_11_20,0.25
kinneil_kerse_wwtp_11_20,0.14563106796116504
kirkcaldy_wwtp_03_20,0.28169014084507044
kirkcaldy_wwtp_11_20,0.28169014084507044
philipshill_wwtp_12_20,0.023809523809523808
stirling_wwtp_03_20,0.1724137931034483
stirling_wwtp_11_20,0.1724137931034483
