sample_id,housing_proportion
allers_wwtp_12_20,0.08088235294117647
east_calder_wwtp_11_20,0.027972027972027972
galashiels_wwtp_11_20,0.030303030303030304
hawick_wwtp_11_20,0.041666666666666664
kinneil_kerse_wwtp_11_20,0.02912621359223301
kirkcaldy_wwtp_03_20,0.04225352112676056
kirkcaldy_wwtp_11_20,0.04225352112676056
philipshill_wwtp_12_20,0.007936507936507936
stirling_wwtp_03_20,0.13793103448275862
stirling_wwtp_11_20,0.13793103448275862
